student_id,age,gender,education_level,school_type,family_income,parent_education,previous_exam_score,previous_gpa,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,study_consistency,study_environment,revision_frequency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_016476,18,Male,Undergraduate,Private,Low,High School,47.56,1.87,70.71,Medium,3.03,2.58,0,High,Quiet,Weekly,4,4.1,3.79,0.26,10,1,Hard,19,92,45,69.06,7.19,48.87,F,Fail,Low
STU_016477,20,Male,Undergraduate,Public,High,High School,68.3,2.59,91.96,High,3.59,2.17,0,Low,Moderate,Daily,5,8.6,6.55,5.7,10,0,Hard,15,88,45,95.31,10.0,52.44,D,Pass,Low
STU_016478,19,Female,Undergraduate,Public,Lower-Middle,Associate,58.13,2.37,46.27,Medium,3.43,2.76,0,High,Moderate,Weekly,6,8.43,3.86,2.21,10,1,Medium,16,98,64,94.52,10.0,63.22,D,Pass,Medium
STU_016479,17,Female,High School,Private,Middle,Unknown,57.06,2.12,58.93,High,2.83,1.75,1,Medium,Noisy,Daily,6,5.62,2.3,0.58,10,1,Easy,8,93,61,100.0,10.0,65.16,C,Pass,Medium
STU_016480,14,Female,Undergraduate,Public,Upper-Middle,Associate,71.0,2.96,79.13,Low,3.93,3.0,1,Low,Moderate,Daily,4,7.44,2.79,1.88,10,1,Easy,26,100,74,63.83,8.45,72.68,C,Pass,Medium
STU_016481,19,Female,High School,Charter,Upper-Middle,High School,50.78,1.97,78.46,High,0.81,0.48,1,Low,Quiet,Daily,5,8.25,3.34,0.01,10,1,Medium,4,93,39,91.06,10.0,42.02,F,Fail,Low
STU_016482,14,Other,High School,Public,Lower-Middle,Doctorate,74.83,2.85,82.19,Low,1.72,1.08,0,Low,Noisy,Daily,5,6.9,7.73,1.93,7,1,Medium,30,93,69,84.19,9.16,74.26,C,Pass,Medium
STU_016483,17,Male,Undergraduate,Private,Low,High School,60.46,2.21,64.04,Medium,2.28,1.55,0,Low,Moderate,Weekly,5,6.92,3.72,0.6,10,1,Medium,11,90,48,79.0,9.62,54.68,D,Pass,Low
STU_016484,14,Male,High School,Public,Middle,Associate,67.67,2.83,59.1,Low,1.69,0.85,0,High,Quiet,Rarely,3,6.82,7.03,4.65,10,1,Medium,2,100,50,91.21,10.0,51.62,D,Pass,Low
STU_016485,14,Female,Undergraduate,Public,Low,Bachelor,83.09,3.44,70.89,Medium,2.97,1.53,0,Medium,Quiet,Weekly,7,7.77,5.85,1.31,10,1,Medium,7,91,61,76.42,8.36,64.51,D,Pass,Medium
STU_016486,15,Male,Undergraduate,Public,High,Bachelor,61.63,2.83,61.45,Medium,1.71,1.06,0,Low,Moderate,Daily,4,5.38,7.91,7.14,10,0,Medium,13,90,46,51.25,9.8,51.08,D,Pass,Low
STU_016487,20,Female,High School,Public,Upper-Middle,Associate,88.84,3.62,79.33,Medium,2.06,1.73,0,Medium,Quiet,Rarely,4,7.08,8.89,0.79,10,1,Medium,6,94,74,92.44,7.37,78.25,B,Pass,Medium
STU_016488,18,Male,High School,Public,Low,High School,64.21,2.4,91.39,Medium,3.29,2.23,0,Low,Moderate,Weekly,3,8.79,9.45,2.0,7,1,Easy,14,89,75,81.21,7.64,85.65,A,Pass,High
STU_016489,18,Male,High School,Public,Lower-Middle,Associate,66.37,2.71,60.49,High,0.81,0.68,0,Low,Moderate,Weekly,5,7.23,4.59,0.03,9,1,Medium,29,91,64,64.3,9.11,70.02,C,Pass,Medium
STU_016490,18,Male,High School,Public,High,Master,57.5,2.32,46.57,Low,1.65,1.22,1,Medium,Quiet,Weekly,6,7.55,4.66,0.11,10,1,Easy,13,85,47,67.71,9.88,58.0,D,Pass,Low
STU_016491,16,Other,Undergraduate,Public,Upper-Middle,Bachelor,93.96,3.68,83.04,High,4.3,3.54,1,Medium,Quiet,Daily,1,5.37,2.02,0.19,10,1,Medium,20,93,87,72.04,8.5,96.03,A,Pass,High
STU_016492,15,Male,Undergraduate,Private,Upper-Middle,Unknown,71.88,2.86,74.78,High,2.09,1.12,0,High,Moderate,Weekly,4,5.5,3.36,2.32,10,1,Medium,3,100,46,76.18,9.73,46.22,F,Fail,Low
STU_016493,19,Male,High School,Private,Middle,Unknown,75.46,2.78,57.85,High,2.5,1.77,0,Medium,Moderate,Weekly,5,8.35,5.09,8.05,7,1,Easy,2,85,57,79.0,7.78,66.35,C,Pass,Medium
STU_016494,19,Female,Undergraduate,Public,Lower-Middle,High School,49.98,2.78,79.58,Low,5.37,3.93,0,Medium,Moderate,Weekly,6,5.65,3.95,1.16,10,1,Hard,30,99,38,84.25,9.8,40.02,F,Fail,Low
STU_016495,19,Female,High School,Private,Middle,Master,63.66,2.65,82.06,Medium,7.27,5.91,1,High,Moderate,Daily,5,7.96,7.77,0.61,9,1,Medium,28,86,58,98.06,7.21,66.53,C,Pass,Medium
STU_016496,18,Female,Undergraduate,Public,Lower-Middle,Doctorate,97.52,3.79,50.92,Medium,2.48,2.05,1,Medium,Quiet,Weekly,3,8.92,4.18,2.21,8,1,Medium,10,87,69,90.22,10.0,79.75,B,Pass,Medium
STU_016497,20,Male,Undergraduate,Public,Middle,Associate,79.94,3.33,67.53,Medium,2.46,1.77,0,Medium,Quiet,Rarely,5,6.05,4.91,0.73,9,1,Easy,6,92,54,80.94,9.24,59.35,D,Pass,Low
STU_016498,18,Female,Undergraduate,Private,Lower-Middle,Master,56.64,2.42,92.21,Low,4.83,3.62,0,High,Quiet,Rarely,11,7.71,3.29,3.37,9,1,Easy,12,89,66,71.99,7.74,73.29,C,Pass,Medium
STU_016499,20,Male,High School,Public,Upper-Middle,Bachelor,54.07,2.3,83.64,Medium,2.83,1.88,1,Medium,Quiet,Daily,7,6.33,2.51,2.15,10,1,Medium,17,100,56,62.53,10.0,57.66,D,Pass,Low
STU_016500,15,Male,High School,Public,Upper-Middle,High School,55.77,2.07,81.46,High,3.71,2.05,0,Medium,Quiet,Weekly,6,3.7,5.82,1.69,9,1,Medium,12,100,56,64.94,9.36,56.35,D,Pass,Low
STU_016501,20,Male,Undergraduate,Public,Middle,High School,60.33,2.48,74.85,Medium,4.35,2.81,0,Low,Noisy,Daily,8,7.29,6.26,0.08,10,1,Hard,29,93,47,79.93,8.38,53.01,D,Pass,Low
STU_016502,14,Female,High School,Private,Low,Associate,57.67,2.23,99.94,Low,6.81,5.77,1,Medium,Moderate,Weekly,10,7.37,1.0,6.73,10,1,Hard,2,95,50,71.71,10.0,55.01,D,Pass,Low
STU_016503,18,Male,High School,Public,High,Master,84.67,3.38,85.16,Medium,2.6,1.91,0,High,Quiet,Rarely,5,9.25,2.04,2.26,10,1,Easy,29,99,86,100.0,9.56,85.1,A,Pass,High
STU_016504,19,Female,Undergraduate,Private,Middle,High School,83.01,3.29,75.63,High,1.36,0.91,1,Low,Moderate,Rarely,9,8.22,4.32,1.15,10,1,Medium,26,88,60,83.41,10.0,68.76,C,Pass,Medium
STU_016505,14,Female,Undergraduate,Public,High,Associate,77.45,3.0,58.68,Medium,1.93,1.71,1,Medium,Quiet,Weekly,4,8.21,3.17,2.96,7,1,Medium,20,99,89,83.72,7.43,91.44,A,Pass,High
STU_016506,18,Male,Undergraduate,Public,Lower-Middle,Bachelor,58.07,2.46,52.95,Low,1.34,0.85,1,Medium,Noisy,Weekly,2,7.12,5.96,4.14,10,1,Medium,22,88,46,61.41,9.0,53.08,D,Pass,Low
STU_016507,17,Female,High School,Private,Middle,Bachelor,66.53,2.75,67.68,High,5.57,4.07,0,Low,Noisy,Weekly,9,6.22,7.28,8.04,10,1,Hard,19,98,87,100.0,10.0,89.01,A,Pass,High
STU_016508,16,Female,High School,Public,Lower-Middle,High School,68.66,2.98,75.6,Medium,4.07,2.12,0,Medium,Quiet,Daily,4,5.33,4.22,0.95,10,0,Easy,28,90,60,84.18,9.58,67.39,C,Pass,Medium
STU_016509,18,Female,High School,Public,Middle,Bachelor,55.09,2.45,47.09,High,4.11,3.64,0,Medium,Quiet,Weekly,2,5.92,3.68,3.27,10,0,Medium,8,100,34,80.0,9.58,36.05,F,Fail,Low
STU_016510,17,Female,High School,Private,Lower-Middle,High School,61.77,2.44,79.52,Low,4.11,3.49,1,Medium,Moderate,Rarely,6,7.51,6.21,0.34,10,0,Medium,24,98,50,49.94,9.83,51.12,D,Pass,Low
STU_016511,15,Female,High School,Public,Low,High School,69.84,3.07,74.18,Medium,1.39,1.1,0,Medium,Moderate,Daily,3,6.15,4.0,0.95,9,0,Hard,18,94,26,68.38,8.4,29.84,F,Fail,Low
STU_016512,17,Female,Undergraduate,Public,Lower-Middle,Bachelor,67.82,2.23,100.0,Low,6.52,3.76,0,High,Noisy,Weekly,13,6.62,3.78,0.6,10,1,Easy,27,100,80,60.83,10.0,79.06,B,Pass,Medium
STU_016513,15,Female,Undergraduate,Public,Middle,Master,54.57,2.14,71.6,Low,4.81,3.25,0,Low,Moderate,Weekly,9,7.45,5.83,0.08,10,1,Medium,5,91,47,77.5,8.98,53.37,D,Pass,Low
STU_016514,18,Male,High School,Public,Low,High School,52.26,2.15,78.95,Medium,4.87,2.46,0,Low,Noisy,Daily,2,9.1,3.52,0.58,7,1,Medium,30,92,57,87.86,5.96,61.31,D,Pass,Medium
STU_016515,15,Male,High School,Public,Upper-Middle,High School,67.3,2.65,47.24,Medium,1.23,0.97,0,High,Quiet,Weekly,5,8.57,5.17,2.25,10,1,Hard,13,90,38,72.16,10.0,40.6,F,Fail,Low
STU_016516,17,Male,Undergraduate,Public,Low,Associate,76.42,2.78,77.46,Medium,4.3,3.63,1,Medium,Moderate,Daily,2,6.0,1.87,0.75,10,1,Easy,21,92,58,59.57,8.55,63.38,D,Pass,Medium
STU_016517,20,Male,Undergraduate,Public,Low,Bachelor,69.69,2.78,73.82,Medium,1.98,1.6,0,Low,Quiet,Weekly,5,7.13,3.22,12.0,9,1,Medium,22,97,43,66.48,9.87,44.3,F,Fail,Low
STU_016518,16,Male,Undergraduate,Public,Lower-Middle,Bachelor,78.14,2.94,94.59,Medium,8.69,4.54,0,Medium,Quiet,Daily,6,8.19,6.68,2.65,7,1,Medium,5,88,76,91.5,6.22,82.92,B,Pass,High
STU_016519,14,Female,Undergraduate,Charter,Lower-Middle,High School,64.53,2.58,74.0,High,1.14,0.96,0,Medium,Quiet,Daily,4,8.17,6.21,1.43,10,1,Medium,27,96,53,80.97,10.0,53.93,D,Pass,Low
STU_016520,14,Male,High School,Public,Lower-Middle,High School,74.99,3.3,84.14,Medium,4.07,2.44,0,Medium,Quiet,Daily,4,6.89,4.98,0.95,10,1,Hard,6,90,63,57.31,9.63,70.51,C,Pass,Medium
STU_016521,16,Male,Undergraduate,Public,Upper-Middle,High School,85.44,2.78,70.01,Medium,3.17,2.62,0,Medium,Quiet,Weekly,4,8.47,6.1,3.71,10,1,Easy,2,99,50,66.69,10.0,52.62,D,Pass,Low
STU_016522,19,Male,Undergraduate,Private,Lower-Middle,Bachelor,66.89,2.61,70.0,Low,4.73,2.85,1,High,Noisy,Weekly,6,6.96,2.44,1.98,10,0,Hard,24,89,49,66.5,9.05,55.17,D,Pass,Low
STU_016523,14,Male,Undergraduate,Public,Upper-Middle,High School,65.08,2.38,85.88,Medium,1.66,1.26,0,Medium,Moderate,Weekly,3,6.47,6.24,0.5,10,1,Medium,11,93,56,93.71,9.89,59.23,D,Pass,Low
STU_016524,18,Male,High School,Public,Lower-Middle,Master,52.82,2.09,65.73,Low,1.91,1.13,0,Medium,Noisy,Daily,8,7.86,2.58,2.39,10,1,Medium,18,95,54,98.33,9.69,56.58,D,Pass,Low
STU_016525,19,Female,High School,Public,Upper-Middle,Unknown,78.25,3.18,70.73,Low,3.63,2.46,1,Low,Quiet,Rarely,4,6.92,3.0,0.25,10,1,Easy,4,98,84,63.39,8.07,84.91,B,Pass,High
STU_016526,18,Male,Undergraduate,Private,Upper-Middle,Master,76.05,3.2,43.42,Medium,1.03,0.89,0,High,Quiet,Weekly,1,7.91,3.47,3.02,10,1,Medium,27,89,42,69.8,10.0,46.37,F,Fail,Low
STU_016527,17,Male,High School,Charter,Upper-Middle,High School,48.02,1.77,81.61,High,6.11,5.25,0,Low,Noisy,Weekly,10,5.34,2.83,1.62,10,1,Medium,23,89,57,53.87,9.75,61.01,D,Pass,Medium
STU_016528,17,Female,High School,Public,Lower-Middle,Unknown,64.08,2.78,61.17,High,2.62,2.18,1,Low,Moderate,Daily,4,7.86,5.01,0.83,7,1,Easy,12,96,62,100.0,6.35,66.38,C,Pass,Medium
STU_016529,19,Male,Undergraduate,Private,Lower-Middle,High School,70.94,2.84,62.85,Medium,2.02,1.71,0,Medium,Quiet,Weekly,3,6.82,4.44,1.22,10,1,Hard,14,98,49,100.0,10.0,49.15,F,Fail,Low
STU_016530,19,Other,High School,Charter,Middle,Bachelor,77.76,3.02,46.06,Low,1.51,1.26,0,Medium,Quiet,Weekly,3,7.36,5.52,0.53,10,1,Hard,13,94,37,66.64,9.07,38.56,F,Fail,Low
STU_016531,19,Female,High School,Private,High,Bachelor,73.66,2.96,71.71,Low,4.24,3.66,0,Low,Quiet,Daily,4,7.6,2.05,3.79,10,1,Medium,4,85,49,79.0,10.0,55.84,D,Pass,Low
STU_016532,19,Male,High School,Public,Lower-Middle,Master,71.31,3.0,82.96,High,9.09,6.56,0,High,Noisy,Weekly,7,5.75,7.8,0.64,10,1,Medium,22,89,62,64.1,9.63,66.28,C,Pass,Medium
STU_016533,15,Male,High School,Public,Middle,Bachelor,79.73,3.08,86.38,Medium,4.02,3.29,0,Medium,Quiet,Daily,7,5.49,6.95,2.31,10,1,Hard,20,96,56,63.8,8.55,58.11,D,Pass,Low
STU_016534,20,Female,High School,Public,Low,Bachelor,56.21,2.43,45.7,High,1.74,1.5,1,Medium,Moderate,Weekly,4,7.95,5.47,4.13,9,1,Hard,22,91,22,83.1,10.0,27.2,F,Fail,Low
STU_016535,19,Female,High School,Public,Low,Unknown,75.33,3.08,61.4,Low,2.32,1.79,0,Medium,Moderate,Weekly,6,8.91,6.6,6.38,6,1,Medium,28,96,67,79.0,6.87,72.72,C,Pass,Medium
STU_016536,20,Male,High School,Charter,Lower-Middle,Bachelor,63.72,2.64,75.78,Medium,4.28,2.46,0,Medium,Moderate,Daily,2,5.92,4.08,0.6,10,1,Medium,27,97,62,61.12,8.75,62.27,D,Pass,Medium
STU_016537,19,Male,Undergraduate,Public,High,Associate,77.2,3.3,78.41,High,3.72,2.51,0,Medium,Quiet,Weekly,4,6.49,2.88,0.67,10,1,Hard,2,100,69,60.48,10.0,70.77,C,Pass,Medium
STU_016538,17,Female,Undergraduate,Public,Lower-Middle,Bachelor,80.17,3.32,79.23,Low,5.81,2.96,0,High,Quiet,Daily,3,5.4,3.97,3.74,8,1,Easy,23,89,80,86.44,8.58,91.14,A,Pass,High
STU_016539,18,Female,High School,Private,Lower-Middle,Associate,68.18,2.82,84.67,High,5.94,3.71,0,Medium,Moderate,Daily,8,6.56,5.8,1.71,10,0,Easy,22,91,67,81.48,10.0,75.49,B,Pass,Medium
STU_016540,20,Male,High School,Private,High,Associate,71.17,2.83,67.78,High,2.62,2.16,1,High,Noisy,Rarely,3,5.92,2.75,0.5,10,0,Hard,29,89,22,39.63,9.02,27.53,F,Fail,Low
STU_016541,17,Female,Undergraduate,Public,Upper-Middle,High School,61.44,2.28,83.92,Low,3.39,2.73,0,Medium,Noisy,Daily,4,9.7,4.3,0.11,10,1,Medium,21,86,63,100.0,10.0,74.67,C,Pass,Medium
STU_016542,14,Male,High School,Public,Lower-Middle,High School,75.29,2.77,63.86,Medium,3.22,1.65,0,Low,Moderate,Rarely,5,4.01,6.59,1.7,10,1,Medium,18,100,69,79.0,10.0,68.19,C,Pass,Medium
STU_016543,15,Male,High School,Public,High,High School,80.6,3.24,74.78,High,4.57,3.53,0,Medium,Quiet,Weekly,8,6.83,7.27,1.29,10,1,Easy,2,100,67,54.6,10.0,65.41,C,Pass,Medium
STU_016544,15,Female,Undergraduate,Private,Low,High School,94.73,3.83,53.66,Medium,1.65,1.03,0,Medium,Moderate,Daily,11,8.36,6.33,7.73,8,1,Medium,19,85,61,82.59,7.01,73.48,C,Pass,Medium
STU_016545,18,Female,High School,Charter,High,Associate,92.06,3.51,67.3,High,2.79,2.41,0,Medium,Quiet,Weekly,4,8.24,6.98,3.85,10,1,Medium,29,85,71,86.42,9.8,84.59,B,Pass,High
STU_016546,19,Female,Undergraduate,Public,Low,High School,80.02,3.34,79.53,Medium,0.91,0.56,1,High,Quiet,Daily,3,6.15,6.32,0.46,7,1,Hard,5,85,37,93.48,6.92,44.34,F,Fail,Low
STU_016547,17,Female,Undergraduate,Private,Middle,High School,73.91,3.06,81.68,Medium,5.06,3.83,0,Low,Moderate,Weekly,3,7.2,3.36,1.59,7,0,Hard,9,87,54,69.96,6.87,61.25,D,Pass,Medium
STU_016548,14,Male,High School,Public,Middle,Master,78.91,3.11,84.63,High,3.21,1.62,0,High,Noisy,Weekly,5,6.83,5.54,2.83,10,1,Hard,10,90,54,100.0,7.96,58.24,D,Pass,Low
STU_016549,17,Male,Undergraduate,Public,Lower-Middle,High School,68.22,2.94,82.46,Medium,7.46,6.14,1,High,Quiet,Daily,12,6.66,5.88,0.43,10,1,Hard,20,91,73,87.93,9.89,79.94,B,Pass,Medium
STU_016550,19,Male,Undergraduate,Public,Lower-Middle,High School,48.53,1.81,72.9,Medium,2.76,2.4,1,High,Noisy,Weekly,3,6.08,3.5,2.58,10,1,Medium,26,98,51,75.95,10.0,50.76,D,Pass,Low
STU_016551,19,Female,High School,Private,Low,Bachelor,67.24,2.45,65.39,Low,1.11,0.74,1,High,Noisy,Weekly,3,8.38,6.85,4.05,7,1,Hard,19,95,62,100.0,5.27,68.25,C,Pass,Medium
STU_016552,16,Male,High School,Private,Middle,Associate,86.51,3.27,63.94,High,4.36,3.21,0,High,Quiet,Weekly,9,7.45,3.16,0.04,10,1,Medium,14,96,71,82.53,10.0,72.17,C,Pass,Medium
STU_016553,17,Male,Undergraduate,Private,Low,High School,100.0,4.0,68.06,High,4.29,3.82,0,Medium,Moderate,Weekly,5,7.8,4.94,0.17,8,1,Easy,25,87,87,81.88,8.32,98.04,A,Pass,High
STU_016554,18,Other,High School,Private,Middle,Bachelor,79.57,3.09,63.98,Medium,0.5,0.4,1,Low,Noisy,Weekly,4,7.48,4.9,0.89,10,1,Hard,13,100,40,79.0,10.0,42.49,F,Fail,Low
STU_016555,17,Female,High School,Public,Middle,Bachelor,79.97,3.09,72.29,Medium,2.65,2.06,0,Medium,Moderate,Daily,6,8.28,6.28,5.99,10,1,Medium,1,94,45,76.57,9.56,46.24,F,Fail,Low
STU_016556,15,Female,High School,Public,Lower-Middle,Unknown,49.21,2.07,58.02,High,2.54,1.62,1,Low,Moderate,Weekly,2,5.91,6.57,9.49,10,1,Medium,18,86,29,66.55,9.69,33.23,F,Fail,Low
STU_016557,14,Female,High School,Private,Middle,Master,75.13,3.24,71.98,High,1.19,0.63,1,Low,Moderate,Daily,6,8.57,6.72,0.97,6,1,Easy,5,92,74,100.0,8.09,83.11,B,Pass,High
STU_016558,20,Female,High School,Public,Middle,Associate,73.18,2.79,69.31,Medium,1.05,0.84,0,Low,Quiet,Weekly,7,8.97,2.4,1.6,10,1,Hard,25,87,50,85.31,10.0,56.39,D,Pass,Low
STU_016559,18,Male,High School,Public,Middle,Unknown,67.74,2.49,76.12,Low,2.04,1.66,1,Medium,Quiet,Rarely,6,7.52,7.18,2.05,7,1,Medium,12,87,71,100.0,6.86,83.97,B,Pass,High
STU_016560,16,Female,Undergraduate,Charter,Middle,Associate,54.67,2.42,57.04,Low,1.84,1.19,0,High,Moderate,Daily,5,7.15,5.36,0.76,10,1,Medium,13,98,46,100.0,10.0,46.8,F,Fail,Low
STU_016561,14,Female,Undergraduate,Public,Lower-Middle,Master,71.04,2.94,78.51,Low,6.2,3.92,1,Medium,Noisy,Daily,5,8.97,3.68,3.22,10,0,Medium,4,85,51,84.99,9.13,60.99,D,Pass,Medium
STU_016562,14,Male,High School,Public,Upper-Middle,High School,55.11,2.15,66.77,Medium,0.5,0.35,0,Medium,Quiet,Daily,5,4.58,3.28,5.65,8,1,Hard,20,98,36,95.53,9.09,37.13,F,Fail,Low
STU_016563,20,Female,High School,Private,High,Bachelor,82.49,3.05,67.57,High,2.74,2.28,0,High,Noisy,Rarely,1,9.46,10.04,1.98,10,1,Easy,14,98,82,88.0,8.47,83.62,B,Pass,High
STU_016564,15,Female,Undergraduate,Private,Upper-Middle,High School,58.02,1.82,73.1,Low,5.55,4.16,0,High,Moderate,Rarely,8,4.92,3.18,7.68,9,1,Medium,29,88,48,91.55,8.49,54.73,D,Pass,Low
STU_016565,15,Male,High School,Private,Lower-Middle,Associate,77.91,3.03,58.99,Low,2.03,1.2,0,Medium,Quiet,Weekly,5,8.08,3.09,5.35,9,1,Medium,27,89,67,89.33,10.0,74.48,C,Pass,Medium
STU_016566,15,Female,Undergraduate,Private,Middle,Master,57.18,2.26,78.18,Low,2.77,2.25,0,High,Moderate,Rarely,7,5.48,4.23,5.41,10,1,Medium,23,99,36,79.0,10.0,35.61,F,Fail,Low
STU_016567,18,Male,High School,Public,Upper-Middle,High School,69.49,2.86,62.91,Low,1.76,0.96,1,High,Moderate,Rarely,5,8.3,4.38,2.48,10,1,Hard,30,86,49,86.75,10.0,54.37,D,Pass,Low
STU_016568,17,Female,High School,Charter,Upper-Middle,High School,93.98,3.7,59.42,Low,1.74,1.42,0,Medium,Moderate,Weekly,4,6.33,7.13,0.36,10,1,Easy,12,93,65,58.81,9.2,67.73,C,Pass,Medium
STU_016569,14,Male,Undergraduate,Public,Middle,Bachelor,77.73,3.11,70.43,High,3.85,1.93,0,Low,Quiet,Daily,2,8.12,3.13,0.28,7,1,Easy,20,87,68,47.05,4.4,75.82,B,Pass,Medium
STU_016570,17,Male,High School,Public,Low,High School,62.65,2.71,71.59,High,2.2,1.6,0,High,Moderate,Weekly,2,5.61,4.11,0.81,8,1,Easy,9,99,45,53.8,9.07,43.28,F,Fail,Low
STU_016571,17,Female,High School,Private,Upper-Middle,High School,65.5,2.78,80.57,Medium,3.02,2.17,1,Medium,Quiet,Rarely,7,5.32,6.22,1.52,9,1,Hard,6,93,40,63.09,9.53,43.78,F,Fail,Low
STU_016572,15,Female,High School,Public,Middle,Master,64.6,2.34,84.86,Medium,5.49,4.03,0,Medium,Noisy,Rarely,8,8.2,3.38,0.19,10,1,Hard,9,90,51,72.02,9.29,56.32,D,Pass,Low
STU_016573,17,Female,High School,Public,Low,Bachelor,76.0,3.11,82.35,Medium,2.75,1.89,0,Medium,Moderate,Daily,4,8.6,6.21,0.22,10,1,Medium,13,85,63,93.62,9.12,75.08,B,Pass,Medium
STU_016574,14,Female,High School,Public,Lower-Middle,Master,63.43,2.32,76.52,Low,2.32,1.23,1,Low,Noisy,Rarely,6,7.95,3.46,1.24,9,1,Medium,14,98,61,92.04,5.7,65.39,C,Pass,Medium
STU_016575,14,Male,High School,Private,Low,Bachelor,49.35,2.78,86.76,High,4.62,3.59,0,Low,Quiet,Rarely,5,7.78,6.58,0.66,8,1,Easy,1,100,32,60.79,8.37,32.52,F,Fail,Low
STU_016576,19,Male,Undergraduate,Private,Lower-Middle,Master,71.73,2.86,87.65,Low,3.45,2.43,0,High,Quiet,Weekly,6,7.42,6.42,0.43,10,1,Hard,18,98,59,93.13,10.0,59.78,D,Pass,Low
STU_016577,16,Female,High School,Private,Lower-Middle,Associate,66.35,2.6,61.16,High,2.19,1.19,0,Medium,Quiet,Rarely,1,6.7,4.53,3.93,10,1,Easy,19,85,61,100.0,7.0,70.48,C,Pass,Medium
STU_016578,18,Female,High School,Private,Lower-Middle,Master,80.15,3.35,79.59,Medium,2.26,1.54,0,High,Noisy,Weekly,6,7.57,4.24,0.91,10,1,Easy,30,88,63,80.34,10.0,72.53,C,Pass,Medium
STU_016579,17,Female,High School,Public,Upper-Middle,Associate,66.15,2.59,84.37,High,1.89,1.12,0,Low,Quiet,Daily,6,6.35,3.72,2.19,8,1,Medium,7,86,52,51.68,8.27,58.68,D,Pass,Low
STU_016580,18,Female,High School,Public,Lower-Middle,Doctorate,88.37,2.78,41.76,High,2.31,1.22,0,High,Quiet,Weekly,6,4.67,6.04,1.56,9,1,Medium,29,96,64,79.0,7.48,67.51,C,Pass,Medium
STU_016581,18,Female,Undergraduate,Private,Upper-Middle,Doctorate,49.28,1.96,69.44,Medium,3.19,1.68,0,Medium,Moderate,Daily,5,4.29,4.22,4.79,10,1,Hard,23,90,23,76.81,9.51,26.81,F,Fail,Low
STU_016582,18,Male,Undergraduate,Private,Lower-Middle,Bachelor,59.73,2.16,65.64,High,2.28,1.68,0,Low,Moderate,Weekly,4,8.36,5.56,4.07,10,1,Medium,20,96,45,89.78,10.0,48.78,F,Fail,Low
STU_016583,20,Male,High School,Private,Low,Bachelor,72.41,2.88,78.75,Medium,1.53,1.11,1,High,Quiet,Daily,7,8.81,4.21,0.45,10,1,Medium,30,89,62,79.0,10.0,67.79,C,Pass,Medium
STU_016584,19,Other,Undergraduate,Public,Lower-Middle,Master,71.98,2.5,73.62,Low,1.82,0.94,1,High,Quiet,Weekly,4,7.32,4.21,2.53,10,0,Easy,3,85,60,62.46,8.95,69.88,C,Pass,Medium
STU_016585,18,Female,High School,Private,Middle,High School,82.51,2.78,57.55,Low,1.29,0.9,0,Medium,Quiet,Rarely,9,7.05,5.22,0.55,8,1,Easy,27,95,73,79.0,7.89,78.07,B,Pass,Medium
STU_016586,19,Female,High School,Public,Middle,Associate,73.02,3.13,78.98,Medium,3.5,3.01,0,High,Quiet,Weekly,4,5.78,4.98,0.38,10,0,Easy,26,87,53,100.0,9.04,64.48,D,Pass,Medium
STU_016587,14,Female,High School,Private,High,Master,77.44,3.17,60.18,Medium,0.77,0.55,0,Medium,Quiet,Weekly,7,5.15,4.96,1.48,10,1,Hard,1,98,20,54.26,10.0,21.48,F,Fail,Low
STU_016588,20,Female,Undergraduate,Public,Low,High School,75.91,3.26,81.7,Low,6.13,4.77,1,Medium,Quiet,Daily,7,7.38,7.3,2.52,10,1,Easy,9,91,82,72.75,9.11,91.89,A,Pass,High
STU_016589,17,Male,Undergraduate,Public,Lower-Middle,Bachelor,66.36,2.74,63.26,Medium,3.11,1.7,0,Medium,Quiet,Daily,3,8.17,6.72,4.23,6,1,Medium,14,90,44,57.1,8.54,53.05,D,Pass,Low
STU_016590,19,Male,High School,Charter,Middle,Doctorate,67.78,3.03,61.44,Medium,1.12,0.91,0,Medium,Noisy,Weekly,5,5.56,1.88,0.52,10,1,Medium,7,97,31,53.37,10.0,34.04,F,Fail,Low
STU_016591,16,Male,High School,Public,Low,High School,56.82,2.19,60.64,Medium,2.05,1.24,0,Medium,Quiet,Weekly,3,6.07,5.44,2.51,10,1,Medium,13,90,36,63.79,10.0,40.74,F,Fail,Low
STU_016592,18,Male,Undergraduate,Private,Lower-Middle,Bachelor,64.0,2.47,50.0,High,3.34,2.37,0,High,Quiet,Weekly,6,8.72,4.42,4.01,6,1,Hard,16,94,67,79.0,5.76,73.37,C,Pass,Medium
STU_016593,20,Male,Undergraduate,Private,Lower-Middle,Bachelor,59.95,2.41,81.28,Medium,4.31,2.67,0,Medium,Moderate,Weekly,5,9.1,8.98,9.02,10,1,Hard,13,87,57,100.0,10.0,64.92,D,Pass,Medium
STU_016594,16,Male,High School,Public,Lower-Middle,Bachelor,66.38,2.78,70.26,High,3.98,2.81,0,High,Noisy,Daily,4,5.77,5.89,0.12,10,1,Medium,10,99,67,82.7,9.75,67.58,C,Pass,Medium
